property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
flat,231.0,4.0,5,4.0,new property,2017.0,1,0,high,1.0,high floor,1.5
flat,132.0,3.0,3,4.0,Relatively New,1690.0,0,0,high,0.0,mid floor,1.29
flat,262.0,2.0,2,2.0,new property,616.0,0,0,medium,1.0,high floor,2.6
house,34.0,3.0,3,2.0,old property,1350.0,0,0,high,2.0,mid floor,4.5
house,65.0,2.0,1,0.0,old property,360.0,0,0,medium,1.0,mid floor,0.35
flat,214.0,3.0,5,3.0,Relatively New,1527.0,1,0,medium,1.0,high floor,1.62
flat,231.0,2.0,2,4.0,Relatively New,1491.0,0,1,medium,0.0,high floor,1.3
flat,134.0,4.0,5,3.0,Relatively New,2765.0,0,0,medium,2.0,high floor,1.88
flat,134.0,3.0,3,3.0,Relatively New,1550.0,0,0,medium,2.0,low floor,1.7
house,186.0,3.0,8,2.0,Relatively New,1836.0,0,0,high,1.0,high floor,4.35
flat,231.0,4.0,5,4.0,Relatively New,2545.0,1,0,medium,0.0,mid floor,2.15
flat,211.0,3.0,2,4.0,new property,1365.0,0,0,medium,1.0,high floor,1.45
flat,232.0,2.0,2,2.0,new property,1360.0,0,0,medium,2.0,high floor,0.78
flat,293.0,3.0,4,2.0,Relatively New,2000.0,1,0,high,0.0,high floor,3.83
flat,240.0,2.0,2,2.0,new property,1498.0,0,0,medium,1.0,high floor,0.62
flat,131.0,4.0,6,4.0,Relatively New,1535.0,1,0,medium,0.0,high floor,1.4
flat,189.0,1.0,2,2.0,Moderately Old,746.0,0,0,medium,1.0,mid floor,0.94
flat,134.0,4.0,4,2.0,Relatively New,2380.0,1,0,medium,2.0,low floor,2.0
flat,57.0,4.0,4,4.0,Relatively New,5430.0,1,0,medium,2.0,high floor,7.0
flat,189.0,1.0,1,1.0,Moderately Old,720.0,0,0,medium,1.0,mid floor,0.8
house,217.0,4.0,5,4.0,Relatively New,7000.0,0,0,high,1.0,high floor,8.6
flat,137.0,4.0,4,3.0,Moderately Old,3077.0,1,0,high,0.0,high floor,3.45
house,47.0,6.0,6,0.0,old property,906.0,0,0,medium,1.0,mid floor,2.3
house,101.0,3.0,2,0.0,Moderately Old,240.0,0,0,medium,1.0,mid floor,7.0
flat,238.0,4.0,4,4.0,Moderately Old,2005.0,0,0,medium,1.0,high floor,1.8
flat,231.0,4.0,5,4.0,Relatively New,2017.0,1,0,high,2.0,high floor,1.49
flat,262.0,2.0,2,2.0,Relatively New,1016.0,0,0,low,0.0,low floor,0.88
house,145.0,3.0,3,2.0,old property,4518.0,1,0,high,1.0,mid floor,7.5
house,215.0,4.0,4,4.0,Relatively New,6000.0,1,0,medium,0.0,mid floor,4.0
flat,232.0,2.0,2,3.0,Moderately Old,1339.0,0,0,medium,1.0,low floor,1.25
house,152.0,5.0,5,2.0,old property,1728.0,0,1,high,1.0,mid floor,3.05
house,275.0,5.0,5,3.0,Moderately Old,2700.0,1,0,high,2.0,high floor,8.5
flat,184.0,4.0,4,4.0,Relatively New,2398.0,0,0,high,2.0,mid floor,2.5
flat,262.0,3.0,3,3.0,Relatively New,1344.0,0,0,medium,0.0,mid floor,0.78
house,143.0,8.0,8,4.0,Relatively New,4800.0,1,0,low,2.0,high floor,3.5
flat,262.0,2.0,2,2.0,new property,916.0,0,0,medium,2.0,high floor,0.68
flat,262.0,2.0,2,2.0,Moderately Old,1350.0,0,0,medium,2.0,high floor,0.75
flat,235.0,3.0,3,2.0,Under Construction,1473.0,0,0,medium,2.0,high floor,1.13
flat,129.0,3.0,3,3.0,Relatively New,1490.0,0,0,medium,2.0,low floor,0.98
flat,238.0,3.0,3,3.0,Relatively New,1540.0,0,0,medium,0.0,high floor,1.29
flat,262.0,2.0,2,2.0,Relatively New,524.0,0,0,low,2.0,high floor,0.3
flat,230.0,4.0,4,3.0,Relatively New,3165.0,1,0,medium,1.0,low floor,2.24
flat,250.0,3.0,3,4.0,new property,1439.0,0,0,medium,1.0,mid floor,2.15
flat,129.0,4.0,4,4.0,Relatively New,2800.0,1,1,high,0.0,low floor,2.52
house,105.0,1.0,1,0.0,Moderately Old,900.0,0,0,medium,1.0,mid floor,0.7
flat,127.0,3.0,4,4.0,Relatively New,1748.0,1,0,medium,0.0,low floor,1.75
house,190.0,5.0,5,4.0,old property,3400.0,0,0,medium,1.0,high floor,3.75
house,101.0,4.0,4,2.0,Moderately Old,4500.0,1,0,medium,0.0,mid floor,15.0
house,227.0,3.0,3,2.0,new property,1700.0,0,0,medium,2.0,high floor,1.4
house,260.0,10.0,5,3.0,old property,2700.0,1,0,medium,1.0,mid floor,2.4
flat,140.0,2.0,2,3.0,Relatively New,1939.03,0,0,medium,0.0,high floor,2.6
flat,204.0,2.0,2,2.0,new property,1365.0,1,0,medium,2.0,low floor,2.1
flat,232.0,2.0,2,1.0,new property,557.0,0,0,medium,2.0,high floor,0.43
flat,101.0,3.0,4,4.0,old property,2819.0,1,0,high,0.0,high floor,3.25
house,82.0,8.0,6,4.0,Moderately Old,3240.0,1,0,high,1.0,high floor,8.81
flat,171.0,1.0,1,1.0,Relatively New,436.0,0,0,medium,1.0,high floor,0.4
flat,207.0,4.0,4,3.0,Relatively New,2194.0,1,0,medium,1.0,high floor,2.85
house,1.0,5.0,5,2.0,old property,418.0,1,0,medium,1.0,high floor,9.85
flat,238.0,3.0,4,4.0,old property,1608.0,1,0,low,1.0,mid floor,1.25
flat,204.0,3.0,3,3.0,new property,2876.0,1,0,high,1.0,low floor,3.95
flat,37.0,2.0,2,4.0,Moderately Old,1050.0,0,0,high,0.0,low floor,1.24
flat,246.0,4.0,4,4.0,old property,2580.0,0,0,medium,1.0,high floor,1.3
house,35.0,5.0,4,3.0,old property,1350.0,0,0,medium,1.0,high floor,4.31
flat,240.0,3.0,2,3.0,Moderately Old,1333.0,0,0,high,1.0,high floor,0.6
flat,207.0,3.0,3,3.0,new property,1654.0,0,0,medium,1.0,low floor,3.29
house,143.0,6.0,6,2.0,Moderately Old,2228.0,0,0,medium,1.0,mid floor,2.75
flat,101.0,3.0,3,4.0,Moderately Old,2357.0,1,0,medium,2.0,high floor,2.7
flat,212.0,3.0,3,2.0,Relatively New,1325.0,0,0,low,0.0,mid floor,1.51
flat,223.0,4.0,5,2.0,new property,2675.0,1,0,medium,1.0,high floor,2.55
flat,198.0,4.0,4,4.0,Relatively New,2300.0,0,0,high,0.0,high floor,2.09
flat,198.0,3.0,3,4.0,old property,1450.0,0,0,medium,0.0,mid floor,1.37
flat,262.0,2.0,2,2.0,Under Construction,995.0,0,0,medium,1.0,low floor,0.48
house,181.0,3.0,3,3.0,Moderately Old,900.0,0,1,medium,1.0,high floor,2.15
flat,226.0,4.0,4,4.0,new property,2599.0,1,0,low,0.0,high floor,3.46
house,34.0,6.0,8,4.0,Moderately Old,4500.0,1,1,high,2.0,high floor,19.0
flat,231.0,4.0,5,4.0,Under Construction,2013.0,0,0,high,1.0,low floor,2.5
flat,262.0,2.0,2,0.0,Relatively New,1081.0,0,0,medium,2.0,mid floor,0.75
flat,207.0,3.0,3,3.0,Under Construction,1654.0,0,0,medium,2.0,low floor,3.0
flat,229.0,3.0,3,2.0,Relatively New,1200.0,1,1,high,0.0,high floor,1.12
flat,240.0,3.0,3,2.0,Relatively New,1738.0,0,0,medium,2.0,high floor,1.42
flat,239.0,4.0,4,3.0,Relatively New,2465.0,1,0,medium,2.0,high floor,1.9
house,101.0,4.0,4,3.0,old property,3200.0,0,0,high,2.0,mid floor,7.42
house,115.0,4.0,2,1.0,old property,1025.0,0,0,medium,1.0,mid floor,0.58
flat,227.0,3.0,4,4.0,Under Construction,1774.0,0,0,medium,2.0,high floor,1.25
flat,127.0,3.0,3,3.0,Relatively New,1852.0,0,0,medium,2.0,high floor,2.12
flat,250.0,3.0,3,4.0,new property,1500.0,1,0,medium,1.0,high floor,1.7
flat,203.0,2.0,2,2.0,new property,1278.0,0,0,medium,2.0,high floor,1.47
flat,227.0,3.0,3,4.0,Relatively New,1955.0,1,0,high,2.0,low floor,1.39
flat,229.0,3.0,3,3.0,Relatively New,1600.0,1,0,high,0.0,high floor,1.75
flat,204.0,2.0,2,2.0,new property,1200.0,0,0,low,0.0,high floor,2.45
house,209.0,6.0,7,4.0,Moderately Old,3600.0,1,0,high,1.0,low floor,8.0
flat,131.0,4.0,5,4.0,Relatively New,1535.0,1,0,medium,1.0,low floor,1.32
flat,132.0,3.0,2,2.0,Relatively New,717.0,0,0,medium,1.0,high floor,0.52
flat,141.0,2.0,2,2.0,Relatively New,1080.0,0,0,medium,2.0,high floor,1.45
flat,132.0,2.0,2,2.0,Relatively New,543.0,0,0,medium,1.0,high floor,0.28
flat,226.0,3.0,2,4.0,Relatively New,1352.0,0,0,medium,2.0,low floor,1.15
house,47.0,3.0,2,2.0,new property,900.0,0,0,medium,1.0,mid floor,0.52
house,275.0,10.0,10,4.0,new property,549.0,1,0,medium,1.0,high floor,2.1
house,111.0,3.0,2,1.0,Relatively New,720.0,0,0,medium,1.0,mid floor,0.65
flat,233.0,2.0,2,4.0,Relatively New,1463.0,0,0,medium,2.0,high floor,1.31
flat,229.0,2.0,2,2.0,Relatively New,1150.0,0,0,high,2.0,low floor,0.75
flat,129.0,3.0,4,3.0,new property,2544.0,0,0,medium,2.0,low floor,1.8
flat,134.0,3.0,4,3.0,Relatively New,1860.0,1,1,medium,1.0,low floor,2.22
flat,127.0,3.0,3,3.0,Relatively New,1300.0,1,0,medium,1.0,high floor,1.4
house,104.0,3.0,3,2.0,old property,1557.0,0,0,medium,1.0,mid floor,2.55
house,35.0,4.0,4,2.0,old property,402.0,1,0,high,2.0,mid floor,10.5
flat,174.0,4.0,5,3.0,Relatively New,2343.0,1,0,medium,1.0,high floor,1.4
flat,262.0,2.0,2,2.0,Relatively New,913.0,0,0,medium,0.0,high floor,0.52
flat,262.0,2.0,2,2.0,new property,605.0,0,0,medium,2.0,high floor,0.3
house,257.0,2.0,2,0.0,Moderately Old,909.0,0,0,high,1.0,mid floor,0.7
flat,127.0,3.0,4,4.0,Relatively New,1757.0,1,0,medium,0.0,low floor,1.9
house,188.0,4.0,4,2.0,Moderately Old,3240.0,1,1,medium,2.0,mid floor,8.5
house,196.0,9.0,9,3.0,Relatively New,60.0,1,0,low,1.0,low floor,2.0
flat,207.0,4.0,4,4.0,Relatively New,2194.0,1,0,low,0.0,mid floor,2.79
house,35.0,5.0,5,4.0,Relatively New,3096.0,1,1,medium,1.0,mid floor,11.0
flat,230.0,3.0,3,4.0,Relatively New,1561.0,0,0,medium,2.0,high floor,0.85
flat,220.0,2.0,2,2.0,Under Construction,823.0,0,0,medium,1.0,high floor,0.55
flat,188.0,3.0,4,4.0,Moderately Old,2574.0,0,0,medium,1.0,high floor,2.75
house,123.0,2.0,8,4.0,Moderately Old,900.0,0,0,high,1.0,high floor,2.1
house,148.0,3.0,3,2.0,old property,3231.0,0,1,medium,2.0,mid floor,7.2
house,7.0,3.0,3,2.0,Moderately Old,2000.0,0,1,medium,1.0,mid floor,2.4
flat,262.0,2.0,2,4.0,Moderately Old,1100.0,0,0,high,0.0,high floor,0.9
flat,175.0,3.0,3,3.0,Under Construction,2283.0,0,0,medium,1.0,high floor,1.25
house,207.0,4.0,4,4.0,Relatively New,3600.0,1,0,medium,2.0,mid floor,12.5
flat,242.0,2.0,2,2.0,new property,694.0,0,0,medium,1.0,high floor,0.28
house,161.0,4.0,4,4.0,Moderately Old,1800.0,0,1,medium,1.0,mid floor,5.5
house,73.0,2.0,2,2.0,new property,450.0,1,0,medium,1.0,mid floor,0.5
house,34.0,3.0,5,4.0,old property,1800.0,0,0,high,1.0,high floor,6.0
flat,231.0,3.0,3,2.0,Moderately Old,1350.0,0,0,medium,1.0,high floor,0.72
flat,212.0,3.0,3,1.0,Relatively New,1291.0,0,0,medium,2.0,low floor,1.36
flat,225.0,3.0,3,3.0,Moderately Old,1580.0,1,0,medium,2.0,high floor,1.1
flat,212.0,4.0,4,2.0,Relatively New,1819.0,0,0,medium,0.0,mid floor,1.95
flat,232.0,3.0,4,3.0,Relatively New,1800.0,1,0,medium,0.0,low floor,1.27
flat,231.0,2.0,2,3.0,Relatively New,1670.0,0,0,medium,1.0,low floor,1.19
flat,175.0,4.0,4,3.0,new property,2211.0,1,0,medium,2.0,mid floor,2.08
flat,127.0,2.0,2,3.0,Relatively New,1073.0,0,0,medium,1.0,mid floor,1.2
house,262.0,1.0,1,0.0,Relatively New,33.0,0,0,medium,1.0,mid floor,0.07
house,134.0,4.0,4,4.0,Relatively New,5400.0,1,0,medium,2.0,high floor,5.7
house,35.0,9.0,9,4.0,old property,2844.0,0,0,medium,2.0,high floor,9.5
flat,226.0,2.0,2,2.0,Under Construction,1194.0,0,0,medium,1.0,mid floor,0.96
flat,226.0,3.0,4,4.0,Relatively New,1558.0,1,0,medium,2.0,low floor,2.35
flat,203.0,3.0,3,2.0,new property,1721.0,0,0,medium,0.0,high floor,2.2
house,188.0,5.0,7,3.0,Moderately Old,302.0,1,0,high,0.0,mid floor,5.15
flat,203.0,2.0,2,2.0,Under Construction,1333.0,0,0,medium,1.0,mid floor,1.65
flat,168.0,3.0,4,2.0,Moderately Old,1398.0,1,0,medium,1.0,high floor,1.35
flat,175.0,3.0,3,2.0,Under Construction,778.0,0,0,medium,1.0,mid floor,0.5
house,215.0,5.0,4,3.0,new property,2700.0,0,0,medium,1.0,high floor,6.0
flat,134.0,3.0,4,4.0,Relatively New,2100.0,1,0,high,0.0,low floor,2.1
flat,214.0,3.0,2,2.0,Relatively New,1350.0,0,0,medium,1.0,high floor,1.1
flat,73.0,2.0,2,1.0,Relatively New,722.0,0,0,medium,1.0,mid floor,0.43
flat,153.0,4.0,4,4.0,Moderately Old,2946.0,0,0,high,1.0,high floor,1.25
flat,236.0,3.0,3,3.0,new property,1774.0,0,0,medium,2.0,high floor,1.6
flat,228.0,4.0,4,4.0,Relatively New,1773.0,0,0,medium,1.0,mid floor,2.6
flat,229.0,4.0,4,3.0,Relatively New,2167.0,1,0,medium,1.0,high floor,1.4
flat,96.0,3.0,3,2.0,Relatively New,1150.0,0,0,medium,1.0,mid floor,0.66
flat,209.0,3.0,3,4.0,Relatively New,1852.0,0,0,high,0.0,high floor,2.78
flat,104.0,1.0,1,2.0,Moderately Old,722.0,0,0,medium,2.0,high floor,0.56
flat,221.0,3.0,4,4.0,new property,1600.0,1,0,high,0.0,low floor,2.1
house,198.0,2.0,2,2.0,Moderately Old,1000.0,0,0,medium,1.0,mid floor,2.95
flat,207.0,3.0,3,4.0,Relatively New,1833.0,0,0,medium,1.0,high floor,2.6
flat,174.0,2.0,3,4.0,Under Construction,1299.0,0,0,medium,2.0,low floor,0.7
house,35.0,6.0,6,1.0,Relatively New,2844.0,0,1,high,0.0,high floor,10.85
flat,64.0,3.0,4,0.0,new property,2480.0,0,0,medium,1.0,high floor,1.0
house,73.0,2.0,1,1.0,Moderately Old,75.0,0,0,medium,1.0,mid floor,0.55
house,166.0,4.0,4,2.0,Moderately Old,1557.0,1,0,high,2.0,mid floor,3.69
flat,231.0,3.0,4,3.0,Relatively New,2179.0,1,0,medium,1.0,high floor,2.0
flat,131.0,3.0,4,4.0,Relatively New,1186.0,1,0,medium,1.0,low floor,1.17
house,88.0,5.0,5,2.0,old property,1350.0,0,0,medium,1.0,high floor,1.5
flat,215.0,2.0,2,3.0,Relatively New,1402.0,0,0,medium,1.0,low floor,1.25
flat,209.0,3.0,3,2.0,Relatively New,200.0,0,0,medium,1.0,mid floor,1.2
flat,226.0,2.0,2,3.0,new property,1231.0,0,0,medium,2.0,high floor,0.9
flat,207.0,3.0,3,3.0,Relatively New,1081.0,0,0,high,2.0,high floor,1.7
flat,101.0,3.0,3,4.0,Moderately Old,2491.0,1,0,medium,0.0,high floor,2.65
flat,262.0,2.0,2,3.0,new property,1175.97,0,0,medium,1.0,mid floor,1.05
flat,202.0,4.0,5,3.0,Relatively New,2534.0,1,0,high,0.0,high floor,3.7
house,277.0,4.0,4,2.0,Moderately Old,1728.0,1,0,high,1.0,high floor,3.49
flat,175.0,3.0,3,2.0,Relatively New,1699.0,0,0,medium,2.0,low floor,1.65
flat,211.0,3.0,3,4.0,Relatively New,1845.0,0,0,high,0.0,low floor,1.8
flat,132.0,2.0,2,4.0,Relatively New,1204.0,0,0,high,0.0,high floor,0.8
house,88.0,1.0,1,2.0,old property,2000.0,0,0,medium,1.0,mid floor,1.7
flat,262.0,2.0,2,2.0,Relatively New,619.0,0,0,medium,1.0,high floor,0.27
house,224.0,1.0,1,1.0,Moderately Old,556.0,0,0,medium,1.0,high floor,0.45
flat,131.0,2.0,2,4.0,new property,1120.0,0,0,medium,0.0,mid floor,0.87
flat,132.0,2.0,2,4.0,Relatively New,1236.0,0,0,medium,2.0,high floor,0.88
flat,210.0,4.0,4,0.0,new property,2556.0,0,0,medium,1.0,high floor,1.85
flat,203.0,3.0,3,4.0,Moderately Old,1595.0,1,0,high,0.0,low floor,2.04
house,76.0,2.0,6,4.0,Relatively New,1215.0,0,0,medium,1.0,high floor,2.1
flat,226.0,3.0,3,4.0,Relatively New,1929.0,1,0,low,0.0,low floor,2.25
flat,293.0,2.0,2,2.0,Relatively New,1244.0,0,0,medium,1.0,high floor,2.2
flat,216.0,1.0,1,2.0,new property,294.0,0,0,medium,1.0,mid floor,0.39
flat,36.0,3.0,4,4.0,old property,3700.0,1,0,low,2.0,high floor,5.8
flat,226.0,2.0,2,2.0,Relatively New,1150.0,0,0,high,0.0,low floor,0.95
flat,238.0,2.0,3,2.0,Relatively New,1502.0,0,0,high,1.0,high floor,0.7
flat,174.0,3.0,3,3.0,Relatively New,1581.0,0,0,medium,1.0,mid floor,1.27
flat,133.0,3.0,2,0.0,Relatively New,1991.0,0,0,high,2.0,mid floor,1.25
flat,228.0,4.0,4,4.0,new property,2179.0,1,0,low,0.0,mid floor,2.85
house,188.0,3.0,4,2.0,Moderately Old,2592.0,1,1,high,2.0,mid floor,7.25
flat,262.0,3.0,2,4.0,new property,1201.0,0,0,medium,2.0,high floor,0.75
flat,128.0,4.0,6,4.0,Relatively New,2718.0,1,0,medium,0.0,high floor,2.14
flat,250.0,2.0,2,2.0,Under Construction,1253.0,0,0,medium,2.0,low floor,1.07
flat,231.0,3.0,3,3.0,Under Construction,2129.0,1,0,medium,1.0,low floor,2.6
house,140.0,5.0,5,3.0,Relatively New,7450.0,1,0,medium,1.0,mid floor,9.5
house,73.0,4.0,4,4.0,old property,1800.0,0,0,medium,1.0,mid floor,1.1
flat,132.0,3.0,3,3.0,Relatively New,1547.0,0,0,medium,2.0,high floor,1.3
flat,126.0,3.0,3,4.0,Moderately Old,1900.0,1,0,medium,1.0,high floor,0.91
house,39.0,2.0,1,1.0,Relatively New,450.0,0,0,medium,1.0,mid floor,0.18
flat,131.0,3.0,4,3.0,Relatively New,1305.0,1,0,medium,1.0,high floor,1.14
house,42.0,2.0,2,1.0,Moderately Old,558.0,0,0,medium,1.0,mid floor,0.6
flat,249.0,3.0,3,4.0,Under Construction,1911.0,0,0,medium,1.0,high floor,1.5
house,271.0,4.0,3,1.0,Moderately Old,1170.0,0,0,medium,1.0,mid floor,0.6
flat,242.0,1.0,1,1.0,Relatively New,3569.0,0,0,medium,2.0,low floor,0.17
flat,163.0,3.0,5,4.0,old property,2590.0,0,0,medium,1.0,high floor,3.0
flat,231.0,2.0,2,2.0,Relatively New,1822.0,1,0,medium,2.0,high floor,1.31
flat,244.0,4.0,4,0.0,Under Construction,3225.0,0,0,medium,1.0,high floor,3.2
flat,131.0,2.0,2,4.0,new property,940.0,0,0,high,1.0,mid floor,1.0
flat,211.0,3.0,3,4.0,Under Construction,1798.0,0,0,medium,1.0,low floor,1.85
flat,128.0,2.0,2,0.0,Relatively New,1450.0,0,0,medium,2.0,high floor,0.8
flat,226.0,2.0,2,2.0,Relatively New,667.0,0,0,medium,1.0,high floor,0.39
house,280.0,6.0,6,3.0,Moderately Old,2880.0,1,1,low,0.0,high floor,4.45
flat,132.0,3.0,2,2.0,Relatively New,717.0,0,0,medium,1.0,high floor,0.5
house,276.0,1.0,4,4.0,Relatively New,60.0,0,1,medium,2.0,high floor,1.45
flat,262.0,2.0,2,2.0,new property,591.0,0,0,medium,1.0,high floor,0.5
flat,165.0,3.0,5,4.0,old property,2367.0,1,0,high,0.0,low floor,3.55
house,168.0,4.0,4,4.0,old property,7000.0,1,1,medium,2.0,mid floor,8.0
house,74.0,2.0,1,4.0,Moderately Old,4635.0,0,0,medium,1.0,mid floor,4.12
house,240.0,4.0,4,4.0,Relatively New,5000.0,0,0,medium,1.0,high floor,2.75
flat,240.0,4.0,3,2.0,new property,1778.0,0,0,medium,1.0,low floor,1.1
flat,240.0,3.0,3,3.0,Relatively New,1765.0,1,0,high,2.0,high floor,1.6
house,235.0,3.0,3,2.0,Under Construction,1423.0,0,0,medium,1.0,mid floor,1.25
flat,230.0,3.0,3,2.0,Relatively New,1584.0,0,0,medium,2.0,high floor,1.1
flat,239.0,2.0,2,4.0,Relatively New,1302.0,0,0,high,1.0,high floor,0.89
flat,208.0,3.0,4,3.0,Relatively New,1991.0,1,1,high,2.0,high floor,3.4
house,51.0,4.0,4,0.0,old property,3000.0,0,0,medium,1.0,mid floor,3.0
house,145.0,3.0,3,2.0,Moderately Old,3249.0,0,0,medium,1.0,high floor,5.51
flat,128.0,3.0,3,4.0,Relatively New,1670.0,0,0,medium,1.0,high floor,1.69
flat,101.0,3.0,3,3.0,Moderately Old,2400.0,1,0,medium,2.0,high floor,2.75
house,101.0,5.0,6,4.0,Moderately Old,3240.0,1,1,high,0.0,high floor,10.3
flat,242.0,2.0,2,3.0,new property,896.0,0,0,medium,1.0,low floor,0.56
flat,181.0,1.0,1,0.0,Moderately Old,300.0,0,0,medium,1.0,mid floor,1.5
flat,250.0,2.0,2,4.0,Under Construction,1252.0,0,0,medium,1.0,high floor,1.27
flat,128.0,3.0,4,3.0,Under Construction,2012.0,1,0,medium,2.0,low floor,1.25
flat,208.0,5.0,5,4.0,new property,3321.0,1,0,medium,2.0,low floor,4.5
flat,155.0,5.0,4,2.0,Moderately Old,2172.0,0,0,medium,1.0,mid floor,1.4
flat,238.0,2.0,2,1.0,new property,575.0,0,0,medium,1.0,high floor,0.4
flat,163.0,1.0,1,1.0,old property,995.0,0,0,high,2.0,mid floor,1.0
flat,212.0,4.0,5,4.0,Relatively New,2910.0,0,0,medium,1.0,low floor,3.25
flat,235.0,3.0,3,2.0,new property,1581.0,0,0,medium,1.0,mid floor,1.3
flat,198.0,3.0,3,4.0,old property,2400.0,1,0,high,2.0,mid floor,1.74
flat,164.0,2.0,2,2.0,old property,900.0,0,0,medium,2.0,mid floor,0.55
flat,231.0,2.0,2,3.0,Under Construction,1130.0,0,0,medium,2.0,low floor,1.3
house,51.0,2.0,1,0.0,old property,891.0,0,0,medium,1.0,mid floor,0.29
house,264.0,2.0,4,3.0,Relatively New,725.0,0,0,medium,1.0,high floor,0.5
house,266.0,9.0,8,3.0,old property,2475.0,1,0,high,2.0,high floor,7.25
house,94.0,2.0,2,1.0,old property,800.0,0,0,medium,1.0,mid floor,0.63
house,203.0,3.0,3,3.0,Under Construction,1549.0,0,0,medium,0.0,high floor,2.01
flat,189.0,3.0,3,3.0,old property,1556.0,1,0,medium,1.0,high floor,1.79
flat,175.0,3.0,3,3.0,Relatively New,1000.0,0,1,medium,2.0,high floor,1.2
house,133.0,4.0,4,4.0,Relatively New,3000.0,0,0,medium,1.0,mid floor,1.7
flat,215.0,2.0,2,2.0,Moderately Old,1416.0,0,0,medium,2.0,low floor,1.6
flat,240.0,3.0,2,3.0,Relatively New,1240.0,0,0,medium,2.0,low floor,0.9
flat,134.0,4.0,4,3.0,Relatively New,2765.0,1,0,medium,0.0,high floor,1.9
flat,127.0,3.0,3,4.0,Relatively New,2099.0,0,1,medium,1.0,high floor,1.9
flat,232.0,3.0,4,3.0,Relatively New,1339.0,0,0,medium,1.0,mid floor,1.25
flat,226.0,4.0,4,4.0,Relatively New,3850.0,1,0,high,1.0,high floor,4.45
flat,205.0,4.0,4,4.0,Under Construction,3950.0,0,0,medium,2.0,low floor,7.9
house,206.0,6.0,6,4.0,Under Construction,3132.0,0,1,medium,1.0,high floor,8.5
flat,208.0,3.0,2,3.0,Relatively New,1700.0,1,0,high,0.0,high floor,2.4
flat,141.0,2.0,2,2.0,new property,1155.0,0,0,medium,2.0,low floor,1.5
flat,175.0,3.0,3,4.0,Relatively New,1675.0,0,0,medium,0.0,high floor,0.98
flat,207.0,2.0,2,3.0,Under Construction,1592.0,0,0,medium,1.0,high floor,2.29
flat,216.0,4.0,4,3.0,Moderately Old,2127.0,1,0,medium,0.0,high floor,1.3
flat,206.0,3.0,3,3.0,Under Construction,222.0,0,0,medium,1.0,high floor,3.15
house,192.0,3.0,9,4.0,Relatively New,2160.0,1,0,low,0.0,high floor,5.88
flat,244.0,3.0,4,0.0,new property,2400.0,0,0,medium,2.0,low floor,1.6
flat,196.0,3.0,4,3.0,Relatively New,1900.0,1,0,low,0.0,low floor,5.75
house,36.0,4.0,4,3.0,Under Construction,2844.0,1,1,high,0.0,high floor,3.51
flat,232.0,2.0,2,1.0,Relatively New,668.0,0,0,medium,2.0,high floor,0.41
flat,226.0,3.0,4,4.0,Relatively New,2315.0,1,0,low,0.0,high floor,2.29
house,208.0,4.0,4,4.0,Relatively New,5574.7,1,1,medium,2.0,high floor,9.01
flat,235.0,3.0,3,2.0,new property,1581.0,0,0,medium,1.0,high floor,1.25
flat,207.0,4.0,4,3.0,Moderately Old,12222.0,1,0,medium,2.0,low floor,13.2
house,123.0,2.0,6,3.0,Relatively New,1350.0,0,0,medium,1.0,high floor,3.5
flat,242.0,3.0,2,2.0,new property,811.0,0,0,high,2.0,low floor,0.55
flat,128.0,2.0,2,3.0,Relatively New,1365.0,0,0,high,2.0,mid floor,1.05
flat,231.0,2.0,2,3.0,Relatively New,1300.0,0,0,high,0.0,high floor,1.2
flat,214.0,2.0,2,2.0,Relatively New,1444.0,0,0,medium,2.0,high floor,1.1
flat,129.0,3.0,3,4.0,Relatively New,2072.0,1,0,medium,0.0,low floor,1.85
flat,135.0,3.0,3,3.0,Moderately Old,1833.0,0,0,medium,1.0,mid floor,1.1
flat,231.0,2.0,2,4.0,Relatively New,1491.0,0,1,medium,0.0,high floor,1.2
flat,127.0,2.0,2,2.0,Relatively New,1100.0,0,0,medium,2.0,high floor,1.26
flat,132.0,2.0,2,2.0,Relatively New,543.0,0,0,medium,1.0,low floor,0.28
flat,212.0,3.0,3,2.0,Relatively New,1492.0,0,0,high,0.0,high floor,1.5
flat,227.0,4.0,5,4.0,Relatively New,2195.0,1,0,medium,0.0,high floor,1.6
flat,242.0,2.0,2,1.0,Relatively New,61019.0,0,0,medium,1.0,low floor,0.33
flat,289.0,4.0,4,3.0,new property,3111.0,1,0,medium,1.0,high floor,1.75
house,104.0,6.0,5,4.0,Relatively New,2430.0,1,0,medium,2.0,high floor,4.95
flat,223.0,3.0,4,4.0,Relatively New,2031.0,1,0,medium,0.0,high floor,1.91
flat,262.0,2.0,2,3.0,new property,913.0,0,0,medium,2.0,high floor,0.56
flat,140.0,3.0,5,4.0,Relatively New,3405.0,1,0,high,1.0,high floor,4.75
house,134.0,5.0,6,3.0,Relatively New,7000.0,1,0,high,0.0,mid floor,12.0
house,56.0,5.0,8,4.0,Relatively New,4500.0,1,1,low,0.0,high floor,17.0
flat,127.0,2.0,2,2.0,Relatively New,915.0,0,0,medium,1.0,low floor,0.95
flat,174.0,3.0,1,0.0,Relatively New,1820.0,0,0,medium,1.0,mid floor,0.95
