property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
flat,98.0,2.0,1,1.0,Relatively New,1000.0,0,0,medium,1.0,mid floor,0.28
flat,127.0,2.0,2,3.0,Relatively New,1009.0,0,1,medium,0.0,mid floor,1.3
house,37.0,10.0,10,4.0,Relatively New,8056.0,0,0,medium,1.0,mid floor,13.0
flat,195.0,3.0,4,4.0,Relatively New,2500.0,1,0,high,0.0,high floor,4.8
flat,129.0,4.0,5,4.0,Relatively New,2991.0,1,1,medium,2.0,mid floor,1.35
flat,195.0,3.0,4,3.0,Under Construction,2661.0,1,0,low,1.0,high floor,8.25
house,13.0,1.0,1,0.0,Moderately Old,1000.0,0,0,medium,1.0,mid floor,0.85
flat,240.0,3.0,3,3.0,Moderately Old,1304.0,0,0,medium,2.0,mid floor,0.65
flat,212.0,2.0,2,2.0,Moderately Old,1100.0,0,0,medium,1.0,high floor,0.75
house,68.0,1.0,1,1.0,Moderately Old,758.0,0,0,medium,1.0,mid floor,0.69
house,181.0,9.0,9,4.0,Moderately Old,2367.0,1,1,high,2.0,high floor,5.0
flat,222.0,3.0,4,3.0,Moderately Old,1668.0,1,0,medium,2.0,high floor,0.88
flat,208.0,3.0,4,2.0,Relatively New,1800.0,1,0,high,0.0,low floor,2.1
flat,207.0,3.0,3,3.0,Under Construction,1654.0,0,0,medium,2.0,low floor,3.0
flat,238.0,4.0,4,4.0,Moderately Old,2005.0,1,0,medium,1.0,low floor,1.7
flat,229.0,3.0,3,3.0,Relatively New,1549.0,1,0,high,2.0,high floor,1.8
flat,203.0,2.0,2,2.0,new property,1389.0,0,0,medium,1.0,high floor,1.85
flat,195.0,4.0,5,4.0,Relatively New,3000.0,1,0,high,0.0,high floor,6.5
house,161.0,4.0,4,4.0,old property,4518.0,0,0,medium,1.0,high floor,5.8
flat,250.0,2.0,2,2.0,Under Construction,1533.0,0,0,medium,2.0,low floor,1.1
house,13.0,6.0,1,0.0,new property,3000.0,0,0,medium,1.0,mid floor,1.5
flat,240.0,3.0,2,2.0,Relatively New,1325.0,0,0,medium,2.0,high floor,0.7
flat,127.0,3.0,3,4.0,Relatively New,1456.0,0,1,medium,0.0,mid floor,2.0
house,262.0,3.0,2,2.0,Under Construction,1120.0,0,0,medium,1.0,mid floor,0.85
house,142.0,9.0,9,4.0,old property,9000.0,0,0,medium,1.0,high floor,6.0
house,145.0,4.0,4,4.0,Moderately Old,3150.0,0,0,medium,1.0,mid floor,6.5
house,283.0,1.0,4,0.0,Moderately Old,891.0,0,0,medium,1.0,high floor,0.78
flat,240.0,4.0,4,3.0,Relatively New,2518.0,1,0,medium,2.0,high floor,1.18
flat,131.0,3.0,3,3.0,Relatively New,1650.0,1,0,high,0.0,low floor,1.15
flat,237.0,4.0,3,2.0,Moderately Old,2000.0,0,0,high,1.0,high floor,1.2
flat,262.0,2.0,2,2.0,Relatively New,520.0,0,0,medium,1.0,high floor,0.28
house,158.0,5.0,5,2.0,old property,1450.0,0,0,high,1.0,high floor,2.7
flat,219.0,3.0,3,3.0,new property,1826.0,0,1,medium,2.0,low floor,2.7
flat,240.0,3.0,3,0.0,Relatively New,1572.0,0,0,medium,1.0,high floor,0.7
house,21.0,6.0,4,0.0,old property,240.0,0,0,medium,1.0,high floor,1.0
house,195.0,5.0,5,2.0,Relatively New,2250.0,0,0,medium,1.0,high floor,4.0
house,164.0,4.0,2,2.0,old property,1170.0,0,0,medium,1.0,mid floor,0.75
flat,262.0,2.0,2,2.0,Relatively New,500.0,0,0,high,1.0,high floor,0.28
house,37.0,4.0,4,0.0,Relatively New,360.0,0,0,medium,1.0,high floor,4.5
flat,26.0,1.0,1,1.0,Relatively New,523.0,0,0,medium,1.0,mid floor,0.22
flat,129.0,2.0,2,3.0,Relatively New,1611.0,0,0,medium,2.0,low floor,0.85
house,217.0,5.0,5,4.0,Relatively New,3653.0,1,0,high,1.0,low floor,3.09
house,25.0,3.0,3,2.0,Moderately Old,2430.0,1,0,low,0.0,mid floor,3.05
flat,245.0,2.0,2,1.0,Relatively New,606.0,0,0,medium,2.0,high floor,0.35
house,67.0,2.0,4,4.0,Relatively New,1053.0,0,0,high,1.0,mid floor,0.6
flat,208.0,4.0,4,3.0,Relatively New,2700.0,1,0,high,0.0,high floor,3.0
flat,187.0,2.0,2,2.0,Relatively New,1108.0,0,0,high,1.0,high floor,1.05
house,101.0,3.0,3,3.0,Moderately Old,240.0,1,0,medium,1.0,mid floor,7.1
house,176.0,3.0,9,4.0,Relatively New,165.0,0,0,high,1.0,high floor,4.3
flat,175.0,2.0,2,3.0,new property,1100.0,0,0,medium,1.0,high floor,0.71
flat,134.0,3.0,3,3.0,Relatively New,2303.0,1,0,medium,2.0,high floor,1.6
flat,221.0,3.0,3,4.0,Relatively New,1900.0,1,0,medium,2.0,low floor,1.75
flat,275.0,3.0,3,2.0,new property,195.0,0,0,medium,1.0,mid floor,2.5
flat,129.0,3.0,3,4.0,new property,2544.0,1,0,medium,2.0,high floor,1.95
flat,230.0,4.0,4,3.0,Relatively New,3222.0,1,0,medium,1.0,high floor,2.2
house,56.0,5.0,4,2.0,Moderately Old,3240.0,1,0,high,1.0,mid floor,8.5
flat,214.0,2.0,2,2.0,Under Construction,991.0,0,0,medium,1.0,high floor,0.53
flat,216.0,1.0,1,0.0,new property,683.0,0,0,medium,2.0,high floor,0.9
flat,250.0,4.0,4,4.0,new property,2000.0,1,0,medium,1.0,high floor,2.3
house,25.0,3.0,3,2.0,Moderately Old,2430.0,1,0,low,0.0,mid floor,3.6
house,13.0,4.0,3,2.0,old property,1070.0,0,0,medium,1.0,mid floor,0.95
house,278.0,1.0,5,3.0,new property,250.0,0,0,medium,1.0,high floor,0.9
flat,242.0,2.0,2,0.0,Relatively New,637.0,0,0,medium,1.0,high floor,0.35
flat,229.0,5.0,7,4.0,Relatively New,3200.0,1,0,high,0.0,low floor,3.15
flat,128.0,1.0,1,1.0,Relatively New,400.0,0,0,medium,1.0,high floor,0.23
flat,207.0,3.0,3,3.0,Relatively New,1654.0,0,0,medium,2.0,low floor,2.78
flat,230.0,3.0,3,3.0,Relatively New,1833.0,1,0,high,1.0,low floor,1.5
flat,226.0,2.0,2,3.0,Relatively New,700.0,0,0,medium,2.0,high floor,0.49
house,250.0,2.0,2,2.0,new property,1210.0,0,0,low,2.0,high floor,1.35
house,145.0,6.0,6,4.0,old property,349.0,0,0,medium,1.0,high floor,6.4
flat,211.0,2.0,2,3.0,Relatively New,1150.0,0,0,high,0.0,mid floor,1.1
flat,212.0,3.0,3,1.0,Relatively New,1392.0,0,0,high,2.0,low floor,1.3
flat,141.0,4.0,4,4.0,Under Construction,2553.0,1,0,medium,1.0,low floor,2.9
flat,188.0,3.0,3,3.0,old property,1600.0,0,0,high,0.0,mid floor,1.5
house,1.0,3.0,3,2.0,Relatively New,215.0,0,0,high,2.0,high floor,2.55
flat,205.0,4.0,4,0.0,new property,3950.0,0,0,medium,2.0,low floor,8.5
flat,133.0,2.0,2,2.0,Relatively New,1235.0,0,0,high,0.0,high floor,0.65
flat,230.0,4.0,4,4.0,Relatively New,2998.0,1,0,medium,2.0,high floor,2.28
flat,230.0,3.0,3,3.0,Relatively New,1652.0,0,0,medium,2.0,low floor,0.88
flat,127.0,2.0,2,2.0,new property,1145.0,0,0,medium,0.0,low floor,1.99
flat,175.0,3.0,3,3.0,Relatively New,1711.0,0,0,high,0.0,high floor,1.4
house,164.0,5.0,3,0.0,Moderately Old,1755.0,0,0,medium,1.0,mid floor,0.68
flat,240.0,3.0,3,3.0,Relatively New,1473.0,0,0,medium,2.0,mid floor,0.71
flat,35.0,4.0,4,3.0,old property,2333.0,1,0,high,1.0,low floor,3.7
flat,262.0,2.0,2,3.0,new property,1222.0,0,0,medium,2.0,mid floor,0.91
flat,217.0,3.0,3,3.0,Moderately Old,2986.0,1,0,medium,2.0,mid floor,3.25
flat,226.0,3.0,4,4.0,Relatively New,1900.0,1,0,low,1.0,low floor,2.2
house,136.0,5.0,4,1.0,Moderately Old,225.0,0,0,medium,1.0,mid floor,4.0
flat,214.0,3.0,3,4.0,Relatively New,1765.0,1,0,medium,1.0,high floor,1.78
flat,174.0,3.0,5,4.0,Relatively New,1400.0,1,0,medium,1.0,high floor,0.99
house,264.0,3.0,3,0.0,Moderately Old,1000.0,0,0,medium,1.0,mid floor,5.5
house,198.0,2.0,2,0.0,Moderately Old,162.0,0,0,medium,1.0,mid floor,2.95
flat,230.0,2.0,2,4.0,Relatively New,1086.0,0,0,medium,2.0,low floor,0.54
flat,227.0,2.0,2,2.0,Relatively New,1176.0,0,0,high,1.0,mid floor,0.85
flat,242.0,2.0,2,2.0,Relatively New,974.0,0,0,medium,1.0,low floor,0.6
house,145.0,5.0,5,0.0,Moderately Old,2500.0,0,0,medium,1.0,high floor,6.5
house,105.0,3.0,7,4.0,Moderately Old,1215.0,0,0,medium,1.0,high floor,1.0
flat,243.0,2.0,2,2.0,new property,695.0,0,0,medium,1.0,low floor,0.45
flat,240.0,3.0,3,2.0,Relatively New,1068.0,0,0,medium,1.0,mid floor,0.5
house,157.0,7.0,5,4.0,old property,261.0,0,0,high,1.0,high floor,4.75
house,134.0,4.0,4,4.0,Relatively New,2430.0,1,1,medium,0.0,mid floor,6.0
flat,202.0,2.0,2,2.0,Relatively New,1350.0,0,0,high,0.0,mid floor,2.12
flat,232.0,3.0,3,3.0,Relatively New,1700.0,0,0,high,0.0,low floor,1.59
house,35.0,4.0,4,4.0,Moderately Old,1800.0,1,1,medium,2.0,mid floor,6.5
flat,208.0,2.0,2,2.0,Relatively New,1072.0,0,0,medium,2.0,high floor,1.7
flat,133.0,3.0,3,2.0,new property,1548.0,0,0,medium,1.0,low floor,2.6
house,163.0,5.0,6,4.0,Moderately Old,5000.0,0,0,medium,1.0,high floor,8.95
flat,240.0,4.0,4,3.0,Relatively New,2267.0,0,0,medium,1.0,high floor,1.44
flat,157.0,3.0,3,3.0,Relatively New,1600.0,0,0,high,0.0,high floor,2.55
flat,170.0,3.0,2,3.0,new property,1122.0,0,0,medium,0.0,mid floor,1.0
house,188.0,7.0,7,4.0,old property,2403.0,1,1,high,0.0,mid floor,4.95
flat,177.0,4.0,3,3.0,old property,2611.0,1,0,low,1.0,high floor,1.5
flat,221.0,2.0,2,2.0,new property,1214.0,0,0,high,2.0,low floor,0.86
flat,202.0,2.0,3,2.0,Relatively New,1250.0,1,0,high,1.0,high floor,2.15
house,34.0,5.0,5,4.0,old property,3240.0,1,1,high,2.0,mid floor,12.5
flat,262.0,2.0,2,2.0,Relatively New,1043.0,0,0,medium,2.0,mid floor,0.65
flat,214.0,4.0,4,4.0,Moderately Old,2667.0,1,0,high,2.0,high floor,2.35
flat,231.0,2.0,2,3.0,Relatively New,1630.0,0,1,medium,0.0,high floor,1.11
house,35.0,3.0,2,3.0,old property,1350.0,0,0,medium,1.0,mid floor,4.25
flat,207.0,3.0,3,3.0,Relatively New,1600.0,1,0,high,1.0,high floor,2.25
flat,229.0,2.0,2,2.0,Relatively New,850.0,0,0,high,0.0,high floor,0.78
flat,230.0,2.0,2,3.0,Relatively New,1394.0,0,0,medium,1.0,low floor,1.15
house,217.0,5.0,5,4.0,Relatively New,3653.0,0,0,medium,1.0,low floor,3.1
flat,239.0,4.0,4,4.0,Moderately Old,2468.0,1,0,medium,2.0,low floor,2.0
flat,214.0,3.0,5,3.0,Relatively New,1527.0,1,0,medium,2.0,high floor,1.64
flat,246.0,3.0,3,2.0,Moderately Old,1722.0,0,0,high,2.0,high floor,0.94
flat,133.0,4.0,4,4.0,Relatively New,2631.0,1,0,medium,0.0,high floor,2.08
house,226.0,1.0,1,0.0,Relatively New,1095.0,0,0,medium,1.0,mid floor,0.89
house,34.0,7.0,9,4.0,Relatively New,11111.0,1,1,high,2.0,high floor,18.25
flat,231.0,4.0,4,3.0,Relatively New,2600.0,0,0,medium,1.0,mid floor,2.13
flat,240.0,3.0,2,3.0,Relatively New,1240.0,0,0,medium,1.0,high floor,0.65
flat,206.0,2.0,2,2.0,Under Construction,978.0,0,0,medium,1.0,mid floor,1.65
house,35.0,5.0,5,2.0,Moderately Old,3375.0,0,0,high,2.0,mid floor,9.9
house,35.0,5.0,6,3.0,old property,2700.0,1,1,high,2.0,high floor,10.0
flat,127.0,3.0,4,4.0,Relatively New,2250.0,1,0,medium,2.0,low floor,2.05
flat,262.0,2.0,2,2.0,Relatively New,1105.0,0,0,low,2.0,low floor,0.9
flat,232.0,3.0,2,2.0,new property,833.0,0,0,medium,1.0,mid floor,0.6
flat,133.0,3.0,4,2.0,Relatively New,1900.0,1,0,medium,1.0,low floor,3.95
flat,262.0,2.0,2,2.0,Relatively New,762.0,0,0,medium,2.0,high floor,0.4
flat,232.0,3.0,3,2.0,new property,1690.0,0,0,medium,1.0,high floor,0.9
flat,216.0,1.0,1,2.0,Relatively New,425.0,0,0,high,1.0,mid floor,0.37
house,36.0,4.0,4,2.0,old property,2844.0,0,0,medium,1.0,mid floor,6.5
flat,240.0,4.0,4,3.0,Relatively New,1939.0,1,0,medium,2.0,low floor,1.25
house,198.0,4.0,4,4.0,Relatively New,1503.0,0,0,high,1.0,mid floor,4.0
flat,192.0,4.0,4,3.0,Moderately Old,11111.0,1,0,medium,1.0,high floor,8.5
flat,134.0,3.0,3,4.0,Relatively New,1466.0,0,0,medium,0.0,high floor,1.5
flat,229.0,2.0,2,2.0,Relatively New,950.0,0,0,high,0.0,mid floor,0.65
flat,215.0,2.0,2,3.0,new property,1142.0,0,0,medium,2.0,low floor,1.65
flat,175.0,3.0,3,4.0,Relatively New,1983.0,1,0,medium,1.0,high floor,1.72
flat,57.0,3.0,3,3.0,Relatively New,1489.0,0,0,high,1.0,mid floor,1.28
flat,231.0,3.0,4,4.0,Relatively New,2026.0,1,0,medium,0.0,high floor,2.1
house,104.0,4.0,3,2.0,Moderately Old,1557.0,0,1,high,2.0,high floor,2.68
flat,137.0,5.0,5,2.0,Relatively New,3500.0,1,0,medium,0.0,high floor,4.1
flat,147.0,2.0,2,1.0,new property,905.0,0,0,medium,1.0,mid floor,0.64
flat,231.0,4.0,4,3.0,Relatively New,2600.0,1,0,medium,1.0,high floor,2.1
flat,3.0,3.0,3,1.0,new property,1167.0,0,0,high,1.0,mid floor,0.65
house,208.0,5.0,6,4.0,Relatively New,3150.0,1,1,high,0.0,high floor,12.0
flat,231.0,4.0,4,4.0,Relatively New,2545.0,1,0,medium,1.0,high floor,2.3
house,258.0,4.0,3,2.0,old property,1800.0,0,0,medium,1.0,mid floor,2.2
flat,134.0,3.0,3,4.0,Relatively New,1584.0,0,0,medium,2.0,low floor,1.4
flat,174.0,2.0,3,3.0,Relatively New,1442.0,0,0,medium,1.0,high floor,0.85
flat,212.0,3.0,3,1.0,Relatively New,1392.0,0,0,medium,2.0,low floor,1.38
flat,215.0,2.0,2,3.0,Moderately Old,1285.0,0,0,medium,1.0,high floor,1.2
flat,175.0,3.0,2,3.0,Under Construction,1538.0,0,0,medium,1.0,low floor,1.02
flat,231.0,4.0,4,3.0,Relatively New,2300.0,1,0,medium,1.0,high floor,2.14
house,16.0,2.0,8,2.0,new property,1449.0,0,0,high,1.0,high floor,3.7
flat,202.0,3.0,3,3.0,Relatively New,2400.0,1,0,high,0.0,mid floor,2.82
flat,131.0,5.0,6,4.0,Under Construction,3797.0,0,0,high,2.0,high floor,6.3
flat,209.0,4.0,4,4.0,Relatively New,2854.0,1,0,high,0.0,low floor,4.5
flat,199.0,3.0,3,3.0,Moderately Old,2036.0,0,0,medium,2.0,high floor,2.5
flat,209.0,3.0,3,3.0,Relatively New,1900.0,0,0,high,0.0,mid floor,2.65
flat,127.0,2.0,2,1.0,Relatively New,568.0,0,0,low,2.0,low floor,0.45
house,264.0,2.0,2,1.0,new property,1150.0,0,0,medium,1.0,high floor,0.49
flat,128.0,1.0,2,2.0,new property,402.0,0,0,medium,1.0,high floor,0.3
flat,139.0,1.0,1,1.0,Relatively New,374.0,0,0,low,2.0,mid floor,0.5
flat,212.0,4.0,4,1.0,Relatively New,2186.0,0,0,medium,2.0,low floor,2.0
house,239.0,4.0,4,3.0,new property,2430.0,0,0,high,1.0,mid floor,3.6
flat,31.0,3.0,4,3.0,old property,3133.0,1,1,medium,1.0,high floor,4.3
flat,212.0,3.0,3,2.0,Relatively New,1428.0,0,0,high,0.0,high floor,1.52
flat,216.0,3.0,4,3.0,Moderately Old,1631.0,1,0,medium,2.0,mid floor,1.12
flat,175.0,3.0,3,3.0,Relatively New,1686.0,0,0,medium,1.0,low floor,1.5
flat,226.0,2.0,2,2.0,Under Construction,1194.0,0,0,medium,1.0,high floor,0.89
house,208.0,5.0,6,4.0,new property,3150.0,1,0,medium,1.0,high floor,12.0
flat,37.0,3.0,3,3.0,Moderately Old,1777.0,1,0,medium,2.0,high floor,2.3
house,215.0,4.0,5,4.0,Relatively New,2610.0,1,1,high,0.0,high floor,5.4
flat,101.0,3.0,3,3.0,Relatively New,1894.0,0,0,high,0.0,low floor,2.5
flat,188.0,4.0,4,4.0,Moderately Old,3000.0,0,0,medium,1.0,mid floor,3.45
flat,195.0,4.0,4,3.0,Moderately Old,3068.0,1,0,high,2.0,high floor,6.44
flat,235.0,2.0,2,2.0,Under Construction,1390.0,0,0,medium,1.0,low floor,0.65
flat,216.0,4.0,4,3.0,Moderately Old,1985.0,1,0,medium,2.0,low floor,1.32
flat,132.0,3.0,4,0.0,new property,2137.0,0,0,medium,2.0,mid floor,1.4
flat,214.0,3.0,5,3.0,new property,2167.0,0,0,medium,2.0,mid floor,1.8
flat,262.0,2.0,2,3.0,Relatively New,1095.0,0,0,medium,0.0,high floor,0.72
flat,223.0,3.0,4,4.0,Relatively New,1416.0,1,0,high,0.0,low floor,1.5
flat,250.0,3.0,2,2.0,new property,1444.0,0,0,medium,2.0,high floor,1.35
flat,231.0,3.0,4,3.0,Relatively New,1925.0,0,0,medium,1.0,high floor,1.83
flat,132.0,2.0,2,2.0,Relatively New,543.0,0,0,medium,1.0,high floor,0.29
flat,129.0,3.0,2,2.0,new property,848.0,0,0,medium,2.0,high floor,0.65
house,125.0,6.0,7,0.0,Moderately Old,4500.0,0,0,medium,1.0,high floor,4.75
flat,171.0,3.0,4,3.0,new property,2820.0,0,0,low,1.0,low floor,4.1
flat,3.0,3.0,3,2.0,Relatively New,1178.0,0,0,medium,1.0,high floor,0.6
flat,238.0,2.0,2,3.0,new property,1176.0,0,0,medium,1.0,low floor,0.7
flat,232.0,2.0,2,3.0,Relatively New,1339.0,0,0,medium,1.0,high floor,1.3
flat,275.0,4.0,5,3.0,Moderately Old,5000.0,1,0,low,2.0,high floor,8.44
flat,244.0,4.0,4,4.0,new property,3041.0,1,0,medium,2.0,mid floor,3.25
flat,245.0,2.0,2,2.0,new property,473.0,0,0,medium,2.0,mid floor,0.32
house,276.0,3.0,3,4.0,old property,2160.0,1,1,high,1.0,mid floor,4.6
flat,250.0,3.0,3,2.0,Under Construction,2093.0,0,0,medium,2.0,mid floor,2.5
flat,262.0,2.0,2,0.0,Relatively New,481.0,0,0,medium,1.0,mid floor,0.25
flat,129.0,3.0,2,4.0,Relatively New,1303.0,0,1,high,1.0,low floor,1.3
flat,209.0,4.0,4,4.0,Moderately Old,2127.0,1,0,high,0.0,high floor,2.85
house,145.0,6.0,4,2.0,old property,214.0,0,0,high,1.0,mid floor,3.5
flat,198.0,3.0,4,3.0,old property,2278.0,1,0,medium,2.0,high floor,1.85
flat,235.0,3.0,1,0.0,new property,1103.0,0,0,medium,1.0,mid floor,1.1
flat,240.0,4.0,4,3.0,Relatively New,2286.0,1,0,medium,2.0,high floor,1.1
flat,226.0,2.0,2,1.0,Under Construction,814.0,0,0,medium,1.0,mid floor,0.6
flat,133.0,2.0,3,3.0,Relatively New,978.23,1,0,medium,2.0,mid floor,0.9
house,35.0,10.0,10,3.0,old property,3159.0,0,0,high,2.0,high floor,9.0
flat,134.0,3.0,3,2.0,Moderately Old,2576.0,1,0,high,2.0,high floor,2.2
flat,104.0,3.0,3,4.0,old property,1611.0,0,0,low,2.0,high floor,1.4
flat,174.0,3.0,3,0.0,new property,1820.0,0,0,medium,2.0,mid floor,1.35
flat,132.0,2.0,2,1.0,Relatively New,598.0,0,0,medium,1.0,high floor,0.36
house,157.0,6.0,6,4.0,old property,170.0,0,1,high,2.0,mid floor,4.7
flat,128.0,4.0,6,4.0,Relatively New,2602.0,1,0,high,2.0,high floor,2.2
house,73.0,4.0,2,2.0,Moderately Old,585.0,0,0,medium,1.0,mid floor,0.65
flat,250.0,2.0,2,3.0,new property,86.0,0,0,medium,2.0,mid floor,1.2
flat,26.0,1.0,1,1.0,Relatively New,511.0,0,0,medium,1.0,mid floor,0.23
house,134.0,5.0,5,2.0,Relatively New,2430.0,1,0,medium,0.0,mid floor,6.2
flat,268.0,3.0,3,2.0,Moderately Old,1900.0,1,0,high,0.0,high floor,3.5
house,36.0,8.0,5,4.0,old property,540.0,0,0,medium,1.0,high floor,1.6
flat,262.0,2.0,2,2.0,Relatively New,694.0,0,0,medium,2.0,low floor,0.35
house,208.0,5.0,6,4.0,Relatively New,4500.0,1,1,low,0.0,high floor,18.0
flat,238.0,3.0,3,2.0,Relatively New,1578.0,0,0,medium,1.0,low floor,1.25
flat,230.0,3.0,3,3.0,Relatively New,1610.0,0,0,medium,0.0,high floor,1.05
house,190.0,2.0,4,2.0,Moderately Old,945.0,0,1,high,1.0,high floor,0.96
flat,244.0,2.0,1,2.0,new property,652.0,0,0,medium,1.0,high floor,0.5
flat,235.0,2.0,3,3.0,Under Construction,998.0,0,0,medium,1.0,high floor,0.86
flat,174.0,3.0,3,3.0,Relatively New,1595.0,0,0,medium,1.0,mid floor,1.27
flat,141.0,4.0,5,4.0,Under Construction,2060.0,0,0,high,2.0,low floor,2.57
flat,226.0,3.0,4,4.0,Relatively New,2513.0,1,0,high,2.0,high floor,2.35
flat,229.0,3.0,3,3.0,Relatively New,1387.0,1,0,high,0.0,low floor,1.3
flat,227.0,2.0,2,2.0,Relatively New,1202.0,0,0,high,0.0,low floor,0.89
flat,127.0,3.0,3,4.0,Relatively New,2250.0,1,0,high,2.0,mid floor,1.85
flat,140.0,3.0,5,4.0,Relatively New,2536.0,1,0,high,1.0,low floor,3.75
house,185.0,3.0,9,4.0,Moderately Old,1836.0,0,0,high,2.0,high floor,4.49
flat,219.0,2.0,2,4.0,Relatively New,1300.0,0,0,medium,0.0,high floor,1.57
flat,164.0,2.0,2,2.0,Under Construction,1604.0,0,0,medium,1.0,high floor,1.3
house,186.0,6.0,6,4.0,Moderately Old,206.0,0,1,high,2.0,high floor,4.5
flat,212.0,4.0,4,2.0,Relatively New,1819.0,0,0,medium,0.0,high floor,1.68
house,36.0,8.0,10,4.0,old property,483.0,0,0,medium,1.0,mid floor,10.0
flat,215.0,4.0,4,3.0,Relatively New,1600.0,0,0,medium,1.0,mid floor,1.6
flat,187.0,3.0,4,4.0,Moderately Old,1950.0,1,0,medium,1.0,high floor,2.15
flat,262.0,2.0,2,2.0,Relatively New,1319.0,0,0,high,0.0,high floor,0.78
flat,134.0,3.0,3,3.0,Relatively New,1550.0,0,0,medium,2.0,high floor,1.6
house,208.0,5.0,6,4.0,Relatively New,6667.0,1,1,high,2.0,high floor,19.0
flat,240.0,3.0,3,2.0,Relatively New,1442.0,0,0,medium,2.0,low floor,0.68
flat,227.0,2.0,2,2.0,Relatively New,1175.0,0,0,high,2.0,mid floor,0.78
flat,200.0,4.0,4,4.0,Relatively New,4254.0,1,1,high,0.0,low floor,5.0
flat,213.0,3.0,2,1.0,new property,889.0,0,0,medium,1.0,mid floor,0.48
flat,230.0,2.0,2,3.0,Relatively New,1361.0,0,0,high,1.0,high floor,1.15
flat,175.0,3.0,3,3.0,Under Construction,1389.0,0,0,medium,1.0,mid floor,1.1
flat,214.0,3.0,4,2.0,Relatively New,1950.0,1,0,medium,1.0,low floor,1.75
flat,192.0,3.0,3,2.0,Relatively New,1245.0,0,1,high,2.0,high floor,1.4
house,86.0,4.0,4,2.0,Relatively New,2700.0,1,0,high,1.0,high floor,2.95
flat,212.0,4.0,4,1.0,Relatively New,1783.0,0,0,medium,2.0,low floor,1.72
house,175.0,1.0,1,0.0,Relatively New,1535.0,0,0,medium,1.0,mid floor,1.16
flat,207.0,4.0,4,3.0,Relatively New,1800.0,0,0,high,2.0,mid floor,2.8
flat,232.0,3.0,4,4.0,Relatively New,1580.0,0,1,medium,0.0,low floor,1.56
flat,126.0,3.0,3,4.0,Moderately Old,1705.0,1,0,medium,2.0,mid floor,0.73
house,101.0,3.0,3,2.0,Moderately Old,3240.0,1,0,medium,2.0,mid floor,11.95
house,149.0,2.0,5,3.0,old property,1440.0,0,0,medium,1.0,high floor,3.5
flat,175.0,3.0,3,4.0,Relatively New,2191.0,0,0,medium,1.0,high floor,1.71
flat,73.0,2.0,2,1.0,Relatively New,1000.0,0,0,high,2.0,mid floor,0.46
house,104.0,3.0,3,3.0,Moderately Old,1557.0,0,0,high,1.0,mid floor,2.75
flat,146.0,3.0,3,4.0,Moderately Old,1611.0,0,0,medium,2.0,mid floor,1.6
flat,206.0,3.0,2,2.0,Under Construction,630.0,0,0,medium,1.0,mid floor,0.42
flat,137.0,4.0,5,3.0,Relatively New,3032.0,1,0,medium,2.0,high floor,3.3
flat,134.0,3.0,4,4.0,Relatively New,1946.0,1,0,medium,2.0,mid floor,1.75
flat,232.0,3.0,2,1.0,new property,1878.0,0,0,medium,1.0,high floor,0.95
flat,175.0,4.0,3,3.0,Relatively New,2025.0,1,0,medium,1.0,low floor,1.77
house,73.0,3.0,2,1.0,new property,684.0,0,0,medium,1.0,mid floor,0.7
house,161.0,3.0,3,3.0,old property,981.0,0,0,medium,2.0,mid floor,3.25
flat,127.0,3.0,4,4.0,Relatively New,1700.0,1,0,high,0.0,high floor,1.7
house,215.0,3.0,3,4.0,Relatively New,1611.0,0,0,high,0.0,mid floor,1.04
flat,235.0,2.0,2,2.0,Under Construction,1441.0,0,0,medium,1.0,high floor,0.8
flat,226.0,4.0,6,4.0,Relatively New,3801.0,1,0,high,1.0,low floor,4.5
flat,132.0,2.0,2,4.0,Relatively New,1236.0,0,0,medium,2.0,high floor,0.82
flat,215.0,2.0,2,2.0,new property,1402.0,0,0,medium,1.0,low floor,1.25
flat,204.0,4.0,6,3.0,Relatively New,3932.0,1,1,high,0.0,low floor,9.14
flat,175.0,2.0,2,3.0,Relatively New,1300.0,0,0,medium,2.0,mid floor,0.8
flat,232.0,2.0,2,1.0,new property,1300.0,0,0,medium,1.0,low floor,0.82
flat,189.0,3.0,3,3.0,old property,1600.0,0,0,high,1.0,mid floor,1.9
flat,262.0,2.0,2,2.0,Under Construction,1000.0,0,0,medium,1.0,high floor,0.93
flat,223.0,2.0,2,2.0,new property,1688.0,0,0,medium,1.0,low floor,0.8
flat,214.0,4.0,5,4.0,Moderately Old,2114.0,1,0,high,2.0,high floor,2.1
flat,262.0,2.0,2,2.0,new property,521.0,0,0,medium,1.0,high floor,0.27
flat,226.0,2.0,2,2.0,Relatively New,1112.0,0,0,high,2.0,mid floor,0.95
flat,198.0,3.0,4,4.0,old property,1900.0,1,0,high,2.0,high floor,1.54
flat,135.0,2.0,2,3.0,new property,1086.0,0,0,medium,2.0,high floor,0.9
flat,227.0,4.0,4,4.0,Relatively New,1774.0,1,0,medium,0.0,mid floor,1.3
flat,223.0,3.0,3,3.0,Relatively New,2167.0,0,0,high,2.0,mid floor,1.1
flat,157.0,2.0,2,2.0,Relatively New,1533.0,0,0,medium,1.0,high floor,2.0
flat,104.0,2.0,2,3.0,Moderately Old,1281.0,0,0,high,2.0,mid floor,0.95
